comentario,calificacion,marca,modelo
Buena,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Corresponde a lo deseado,5,Apple,iPhone 13 128 GB 5G 4GB RAM
El producto lo entregaron tal cual lo ofertado. La calidad de la imagen es excelente y el tamaño de la pantalla es cómodo para realizar varias tareas.,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente producto, iPhone 13 muy buen equipo",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Buena calidad, igual a lo pedido Una mínima variación en el tono",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente producto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Tal como se describe en la publicidad. Tamaño grande, un poco pesado",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Es de muy buena calidad,me encantó",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Super bueno excelente color y calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente calidad, es tal cuál como lo describe la foto",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Igual a la foto, Excelente calidad",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es igual a la foto Excelente producto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
El color es precioso y el tamaño corresponde a la descripción.,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Exacto a la foto, tamaño perfecto, excelente calidad!!",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Todo fue perfecto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente producto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es excelente tal como lo pedí,5,Apple,iPhone 13 128 GB 5G 4GB RAM
excelente calidad. y servicio,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente producto, igual a la foto",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Estoy muy contenta ya que tenía el XR y no le duraba nada la batería. Con este estoy feliz por su duración, es mas liviano, el color azul media noche es prácticamente negro lo cual está perfecto para mí y su imagen es considerablemente mejor !!!!",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"El producto es tal cual como se ve en las imágenes, la calidad es excelente, fluye muy bien el sistema, la cámara es muy buena, pero si eres una persona que usa mucho el celular en el día no es tan recomendable ya que su batería te dará una autonomía de menos de un día en uso continuo.",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Igual a la foto, excelente producto",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente calidad , perfecto . Muy contento con mi iPhone 13",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Maravilloso 10/10,5,Apple,iPhone 13 128 GB 5G 4GB RAM
El producto es exacto como lo buscaba,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Súper bien todo, la entrega fue súper rápida y hasta el momento todo bien",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Igual a la descripción Excelente calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente producto y corresponde con lo esperado,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Era lo q quería todo estuvo perfecto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Fluido ágil,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Entrega rápida y excelente calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"El tamaño es el adecuado, es un regalo de navidad para el 24 todavía no lo abro",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Muy buena calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
sin sorpresas lo esperado,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Tal cual en la foto, sin ningún problema. Todo perfecto",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es celular es perfecto de tamaño el color es espectacular y exelente desempeño.,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Es el equipo esperado, muy buena calidad",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Igual a la foto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Igual s la foto, el color genial, me llegó al otro día, feliz de recibirlo a tiempo y cuando lo necesitaba",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Contenta con el producto tamaño y cálida,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es igual al mostrado en las imagenes,5,Apple,iPhone 13 128 GB 5G 4GB RAM
El equipo perfecto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Hermoso celular cumplió todas mis expectativas,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Cumplió con todas mis expectativas, buen precio y muy buena calidad",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Me gustó bastante y color es muy bonito,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es exacto a lo que se publicó y de la mejor calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Es Apple así que es muy buena calidad, me gusta que lo conseguí al mejor precio con ustedes",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Buena calidad, es Apple y completamente intuitivo",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Igual a lo ofrecido. Muy cumplidos,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Elnproducto recibido ea acorde con la imagen de la publicidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es de muy buena calidad y las fotos quedan súper,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente calidad tal cual la descripción,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente producto, cumple con las espectativas de acuerdo a la información suministrada por el vendedor x es un regalo para mi hija.",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Todas las características correspondían a lo ofrecido,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"En efecto es un muy buen producto, valio la pena por un muy buen precio, venia de un iphone se 2 y el cambio a este iphone 13 se nota bastante, excelente compra y actualización.",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Calidad, tamaño excelente",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Igual al de la foto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Muy bien, todo cumple a nivel de tamaño, calidad y es igual al solicitado.",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Gran calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Todo fue cómo se describe en la página. Espectacular,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Con productos Apple no hay pierde,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Buena calidad El tamaño perfecto Muy buena la cámara,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Me gusto mucho,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente calidad, imagen y colores del celular",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es muy buena calidad y es lo que pedí,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Super espectácular Gracias,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Igual a la descripción, tamaño y color full",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente producto, tal cuál se ve en las fotos , calidad y tamaño",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es exactamente lo que pedí.,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Es un producto increíble, 100% recomendado.",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Es de un tamaño adecuado, ligero y de buena calidad hasta el momento",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Igual a la foto, tamaño y calidad excelentes",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Color igual a la foto, cumple con las especificaciones y descripción que colocan del producto. Es un buen producto para comenzar con la marca de Apple 🍎",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente cámara 👌...el rendimiento y velocidad super!,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente producto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Todo perfecto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Es igual al de la foto, la mejor cámara y dura mas la batería",5,Apple,iPhone 13 128 GB 5G 4GB RAM
El iPhone es tal cual lo que esperaba Exelente producto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"El color, la calidad, la cámara",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Todo bien,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente producto.colmo mis expectativas.igual a la foto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Calidad, rendimiento increíble y muy versátil",5,Apple,iPhone 13 128 GB 5G 4GB RAM
rapidez,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Fue entregado en el tiempo prometido,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Todo perfecto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Todo acorde a lo solicitado y presentado.,4,Apple,iPhone 13 128 GB 5G 4GB RAM
Muy buen tamaño,4,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente,4,Apple,iPhone 13 128 GB 5G 4GB RAM
Buena,4,Apple,iPhone 13 128 GB 5G 4GB RAM
Es lo que esperaba,4,Apple,iPhone 13 128 GB 5G 4GB RAM
"Producto Igual a lo que me ofrecieron, bien",4,Apple,iPhone 13 128 GB 5G 4GB RAM
"Es igual a la foto , el tamaño y el rendimiento han sido óptimos con dos semanas de uso. Pero al momento de hacer la reclamación en tienda falabella San Diego Medellín no contaban con los accesorios",4,Apple,iPhone 13 128 GB 5G 4GB RAM
Perfecto el tamaña del equipo,4,Apple,iPhone 13 128 GB 5G 4GB RAM
Buena calidad,4,Apple,iPhone 13 128 GB 5G 4GB RAM
"Me gustó el tamaño, es igual al de la foto!",3,Apple,iPhone 13 128 GB 5G 4GB RAM
Me parece un producto muy costoso para q no tenga ni el conector ni los audífonos,3,Apple,iPhone 13 128 GB 5G 4GB RAM
"El móvil es tal cual la descripción, llego en excelente estado.",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente equipo, el tamaño corresponde y los acabados son muy buenos.",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Tal cual lo que vi en la página,5,Apple,iPhone 13 128 GB 5G 4GB RAM
El producto es de la mejor calidad y las especificaciones coinciden con lo ofrecido,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Me encanto! Muy buen celular y la cámara es increíble, muy buena calidad",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Corresponde el tamaño, tal cual al de la foto y es excelente la calidad",5,Apple,iPhone 13 128 GB 5G 4GB RAM
El producto es de la mejor calidad y las especificaciones coinciden con lo ofrecido,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Me encanto! Muy buen celular y la cámara es increíble, muy buena calidad",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Corresponde el tamaño, tal cual al de la foto y es excelente la calidad",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Un teléfono muy bueno, y con la promoción de falabella a un precio de locura",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Igual a la foto, excelente tamaño y calidad",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente celular. Cumplió todas mis expectativas,5,Apple,iPhone 13 128 GB 5G 4GB RAM
El tamaño corresponde vino en buenas condiciones y fue rápida la entrega,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Buena calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Me encantan los celulares pequeños y este es el mismo de la foto y la calidad espectacular,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Muy buena experiencia era lo que esperaba,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Es igual a la publicidad que presenta, muy hermoso",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Muy bien,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Perfecto, el color igual al de la foto, llego súper rápido",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Igual a la foto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es igual a la foto del producto y su calidad excelente,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Buena calidad Fotos super excelente,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Todas las características relacionadas en la aplicación de Falabella corresponden al producto recibido,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Me ha ido bien, está muy chévere",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Buen estado,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente tal cual la foto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
El producto corresponde totalmente 👍🏻,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"El producto si corresponde a la imagen de la foto, cumple con todas las especificaciones y una exelente calidad",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente producto, muy buena calidad, igual como se veía en la foto.",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Súper lindo y muy rápido la entrega,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente,5,Apple,iPhone 13 128 GB 5G 4GB RAM
El mejor cel,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Buena calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente producto. Llegó sellado y en perfectas condiciones,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente, es igual al de la foto, la entrega fue rápida.",5,Apple,iPhone 13 128 GB 5G 4GB RAM
El teléfono corresponde con la descripción,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Buena cámara Excelente señal Bien tamaño,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente calidad, el tamaño corresponde",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Si es igual, super excelente",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Buena calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente,5,Apple,iPhone 13 128 GB 5G 4GB RAM
E un celular igual a la descripción que vi originalmente en la página El tamaño es acorde y el color muy bonito,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es de buena calidad Se lo regalé a mi hijo,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Igual a la foto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Es de buena calidad,el tamaño no corresponde a las medidas de las especificaciones,es un poco más pequeño pero es un producto que cumple con las expectativas",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Todo genial,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Apple fan, se va a la fija con cualquiera de sus productos.",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Muy bueno,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Buen producto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Es un producto perfecto, la entrega fue muy rápida, la calidad es excelente y cumple con lo vendido",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"El color, la calidad de cámara, la velocidad, la batería.",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excellent,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Buena calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Exacto lo que quería😉,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Muy buena experiencia, lo comprendes desde la página para ir a recogerlo en la tienda, en menos de 3 horas ya tenía mi producto. Muy buen servicio.",5,Apple,iPhone 13 128 GB 5G 4GB RAM
El tamaño es genial y hasta ahora me ha resultado excelente,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente producto lo recomiendo,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Producto de excelente calidad. El tamaño es ideal muy cómodo y la capacidad para almacenar es muy buena.,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Todo perfecto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Coincide con lo que buscaba,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente producto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente producto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es igual a la foto y hasta ahora es de buena calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Relación calidad / precio es muy buena,5,Apple,iPhone 13 128 GB 5G 4GB RAM
El tamaño y el diseño es igual a la foto promocional y de excelente calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Muy buena,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Espectacular,5,Apple,iPhone 13 128 GB 5G 4GB RAM
excelente calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente producto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente calidad, enamorado de Iphone",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es igual a las características mostradas en la pagina,5,Apple,iPhone 13 128 GB 5G 4GB RAM
El tamaño y diseñó,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Hermoso y barato,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Buen teléfono, la entrega rápida y garantizada! Lo mejor al mejor precio",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Igual a la foto y justamente como lo pedí,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Buen teléfono,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Buena calidad, producto igual al de la foto",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Excelente por calidad y precio, entrega cumplió con lo tiempos",5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Un producto acorde a la descripción, hermoso color y funcionalidad.",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente calidad y tal cual en las imágenes,5,Apple,iPhone 13 128 GB 5G 4GB RAM
No tengo queja de la marca soy usuario desde el 2014,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Facilidad de instalación, presentación, color",5,Apple,iPhone 13 128 GB 5G 4GB RAM
No hay mucha diferencia entre el iPhone 14 y hasta el momento ha cumplido todas las expectativas,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Todo igual según referencias de la página y de muy buena calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Tiene un buen diseño y es ligero, lastima que no tiene el cargador",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es Excel producto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Hermoso, excelentes características",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Lo mejor de lo mejor!! Lo que esperaba y el color me encantó!,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Buena calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es de exelente calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es de buena calidad !,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente servicio,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Pague más por llegada rápida y se demoro 6 días en la entrega, pero el producto excelente",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Es igual a la foto Buena calidad,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente producto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
Llego en el tiempo prometido,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"producto de calidad toma excelentes fotos, fácil de manejar se siente la calidad",5,Apple,iPhone 13 128 GB 5G 4GB RAM
Todo perfecto,5,Apple,iPhone 13 128 GB 5G 4GB RAM
"Todo con el celular por el momento bien, lo único malo fue el método de compra, el envío un poco costoso y pues que no se podía recoger en un centro comercial cercano",4,Apple,iPhone 13 128 GB 5G 4GB RAM
Excelente,4,Apple,iPhone 13 128 GB 5G 4GB RAM
Como lo vi en la foto me gusto mucho,4,Apple,iPhone 13 128 GB 5G 4GB RAM
Es el mismo que se ve en fotos.,4,Apple,iPhone 13 128 GB 5G 4GB RAM
Es todo igual tal cual como decia la información,4,Apple,iPhone 13 128 GB 5G 4GB RAM
Si es igual,4,Apple,iPhone 13 128 GB 5G 4GB RAM
Si es igual a la foto,4,Apple,iPhone 13 128 GB 5G 4GB RAM
"Igual al de la foto y es de buena calidad, sin embargo, la batería es muy mala para ser un celular nuevo",4,Apple,iPhone 13 128 GB 5G 4GB RAM
"Buen producto , tamaño real ,",4,Apple,iPhone 13 128 GB 5G 4GB RAM
Buen tamaño y calidad,3,Apple,iPhone 13 128 GB 5G 4GB RAM
"Cuando solicite el producto pedí el color de la sugerencia (VERDE), y escribí enseguida a un asesor para cambiarlo por rosa, y resulta que me pedían cancelar la compra, para hacer nuevamente el pedido, me parece muy obsoleto su sistema en cuanto a eso.",3,Apple,iPhone 13 128 GB 5G 4GB RAM
"No es de buena calidad, salió dañado de fabrica El producto está en garantía",1,Apple,iPhone 13 128 GB 5G 4GB RAM
Corresponde y es igual a la descripción:),5,Apple,iPhone 15 128GB 5G 6GB RAM
Excelente,5,Apple,iPhone 15 128GB 5G 6GB RAM
"Excelente producto, buena calidad, acorde a lo pactado",5,Apple,iPhone 15 128GB 5G 6GB RAM
"Es lo que quería , lo necesitaba para mi trabajo, estoy feliz!!!",5,Apple,iPhone 15 128GB 5G 6GB RAM
Perfecto tamaño. Buen producto,5,Apple,iPhone 15 128GB 5G 6GB RAM
"Es lo que quería , lo necesitaba para mi trabajo, estoy feliz!!!",5,Apple,iPhone 15 128GB 5G 6GB RAM
Perfecto tamaño. Buen producto,5,Apple,iPhone 15 128GB 5G 6GB RAM
Excelente servicio,5,Apple,iPhone 15 128GB 5G 6GB RAM
"Muy buen telefono, hasta el momento no he tenido ningun problema de funcionamiento. El despacho fue super rapido",5,Apple,iPhone 15 128GB 5G 6GB RAM
Cumple todas mis espectativas,5,Apple,iPhone 15 128GB 5G 6GB RAM
La descripción corresponde totalmente al producto Excelente servicio y rapidez,5,Apple,iPhone 15 128GB 5G 6GB RAM
"Excelente tamaño , resolución de pantalla y cámara",5,Apple,iPhone 15 128GB 5G 6GB RAM
"Divino, el vidrio de atrás es mate, no brillante como las versiones anteriores",5,Apple,iPhone 15 128GB 5G 6GB RAM
Excelente buen porte y es como lo de la foto,5,Apple,iPhone 15 128GB 5G 6GB RAM
"Excelente servicio, buen producto, llegó en el tiempo establecido",5,Apple,iPhone 15 128GB 5G 6GB RAM
Es igual a la foto y muy buena calidad hasta el momento,5,Apple,iPhone 15 128GB 5G 6GB RAM
"Es igual a la fotos, la entrega fue muy rápida. Espero que dure mucho 🥰",5,Apple,iPhone 15 128GB 5G 6GB RAM
"Muy fácil de activar, no se demoro en cargar los datos de mi antiguo iPhone. Muy feliz con mi compra",5,Apple,iPhone 15 128GB 5G 6GB RAM
"Encantado, es muy rápido y siento que todo es más eficiente, celular muy bonito y cómodo de uso, espero tenerlo mucho tiempo.",5,Apple,iPhone 15 128GB 5G 6GB RAM
"me encanto el diseño y el tamaño, ademas este es el segundo iphone 15 que compro en falabella",5,Apple,iPhone 15 128GB 5G 6GB RAM
Claro mismo tamaño misma foto etc,5,Apple,iPhone 15 128GB 5G 6GB RAM
Perfecto todo,5,Apple,iPhone 15 128GB 5G 6GB RAM
Excelente,5,Apple,iPhone 15 128GB 5G 6GB RAM
"Algo más que espectacular, hacía rato no actualizaba mi iPhone y esta fue la mejor decisión, además que el precio estuvo espectacular 😍",5,Apple,iPhone 15 128GB 5G 6GB RAM
Fecha exacta de envío,5,Apple,iPhone 15 128GB 5G 6GB RAM
"No he tenido ningún problema, cumplió mis expectativas salte del iPhone 13 al 15 y se nota una diferencia, me encanta la batería y llego súper rápido, venía bien empaquetado, fácil de comprar hasta hora me ha gustado mucho y el color es precioso tal cual la foto",5,Apple,iPhone 15 128GB 5G 6GB RAM
"Lo compré para regalar, no soy experto pero mi hija está feliz",5,Apple,iPhone 15 128GB 5G 6GB RAM
"Genial, todo perfecto",5,Apple,iPhone 15 128GB 5G 6GB RAM
"Tras usar un iPhone Xr por 5 años, actualicé al 15 y el cambio es muy notorio. Aparte de que el teléfono es más cómodo para manipular, es mucho más rápido en todas sus funciones.",5,Apple,iPhone 15 128GB 5G 6GB RAM
Excelente,5,Apple,iPhone 15 128GB 5G 6GB RAM
"Es igua al de la foto, de muy buena calidad, toma fotos muy nitidas",5,Apple,iPhone 15 128GB 5G 6GB RAM
Es de los mejores,5,Apple,iPhone 15 128GB 5G 6GB RAM
Se ajusta a las especificaciones dadas en Falabella,5,Apple,iPhone 15 128GB 5G 6GB RAM
"Compra rápida , llego antes de tiempo",5,Apple,iPhone 15 128GB 5G 6GB RAM
Hermoso diaeño y liviano,5,Apple,iPhone 15 128GB 5G 6GB RAM
Cumple todas las expectativas,5,Apple,iPhone 15 128GB 5G 6GB RAM
"Es perfecto, me encantó el color rosa y el tamaño. El material lo hace ser muy ligero.",5,Apple,iPhone 15 128GB 5G 6GB RAM
Comprar un iphone es ir a la fija!,5,Apple,iPhone 15 128GB 5G 6GB RAM
Llegó en buen estado es igual a la foto el tamaño corresponde,5,Apple,iPhone 15 128GB 5G 6GB RAM
"Llego en el tiempo establecido, la cámara es una maravilla, me gustó mucho, estoy muy a gusto con mi compra ✨😊",5,Apple,iPhone 15 128GB 5G 6GB RAM
"Excelente, súper liviano",5,Apple,iPhone 15 128GB 5G 6GB RAM
"Divino el diseño , muy funcional y rápido",5,Apple,iPhone 15 128GB 5G 6GB RAM
Muy buen celular,5,Apple,iPhone 15 128GB 5G 6GB RAM
Es bueno,5,Apple,iPhone 15 128GB 5G 6GB RAM
"Excelente producto, igual a la foto.",5,Apple,iPhone 15 128GB 5G 6GB RAM
"El mismo, excelente calidad",5,Apple,iPhone 15 128GB 5G 6GB RAM
Todo son sin novedad,5,Apple,iPhone 15 128GB 5G 6GB RAM
Justo lo que se esperaba,5,Apple,iPhone 15 128GB 5G 6GB RAM
Es lo que esperaba,4,Apple,iPhone 15 128GB 5G 6GB RAM
"Me llego el producto a tiempo, solo que llego la caja del celular toda sucia. Esperemos que el funcionamiento el equipo sea bueno.",4,Apple,iPhone 15 128GB 5G 6GB RAM
"Me gustó mucho la calidad, el tamaño es perfecto",4,Apple,iPhone 15 128GB 5G 6GB RAM
"Lindo modelo, eficaz como el anterior iPhone 12 que tenía pero debo decir que esperaba más de la cámara y siento que no es mucha la diferencia entre mi antiguo celular y este último modelo, la única diferencia es que puedes editar la foto y difuminar el fondo sin tanta complicación. La batería tampoco es la gran maravilla , así que en conclusión es muy muy muy similiar al cualquier otro de los anteriores iPhone",4,Apple,iPhone 15 128GB 5G 6GB RAM
Igual a la foto! Ideal,4,Apple,iPhone 15 128GB 5G 6GB RAM
Si está bien corresponde a la publicidad,4,Apple,iPhone 15 128GB 5G 6GB RAM
Me parecio prqueño,3,Apple,iPhone 15 128GB 5G 6GB RAM
Si es igual al picture de la publicidad,3,Apple,iPhone 15 128GB 5G 6GB RAM
El equipo lo lleve por garantía porque no carga bien,1,Apple,iPhone 15 128GB 5G 6GB RAM
"Para la Plata que se paga , almenos no me llego con cargador tampoco Chip !",1,Apple,iPhone 15 128GB 5G 6GB RAM
"Recibí mi celular es perfecta condiciones, abrí probé todo antes de retirarme de la tienda",5,Apple,iPhone 15 128GB 5G 6GB RAM
"Igualito a la foto, aunque es persona es más bello ☺️",5,Apple,iPhone 15 128GB 5G 6GB RAM
Es de muy buena calidad y cumple con las especificaciones que decia,5,Apple,iPhone 15 128GB 5G 6GB RAM
Es una buena decisión de compra si quieres funcionalidad y garantía de buen rendimiento. Recomendado,5,Apple,iPhone 15 128GB 5G 6GB RAM
"Me cambié de Android a IPhone y la verdad que bastante bien, al principio cuesta un poco. El celular cumple con todas las características mencionadas, solo que no incluye el enchufe para el cargador, es fácil de sincronizar con parlantes, audífonos y relojes aunque no sean de la marca, la batería me dura casi todo el día usándolo mayormente en redes sociales y Spotify, hasta el momento la diferencia de duración será en promedio de unas 6 horas comparadas con la batería de mi antiguo celular Android, por lo demás me va excelente.",5,Apple,iPhone 15 128GB 5G 6GB RAM
Lindo color tamaño perfecto,5,Apple,iPhone 15 128GB 5G 6GB RAM
Es una buena decisión de compra si quieres funcionalidad y garantía de buen rendimiento. Recomendado,5,Apple,iPhone 15 128GB 5G 6GB RAM
