comentario,marca,modelo
"Excelente calidad, me encantó el diseño es igual a la foto tamaño ideal muy recomendable",Apple,iPhone 11 128 GB 4GB RAM
El tamaño corresponde y es igual al de la foto,Apple,iPhone 11 128 GB 4GB RAM
Siii muy buena calidad,Apple,iPhone 11 128 GB 4GB RAM
Muy bueno,Apple,iPhone 11 128 GB 4GB RAM
"Excelente , es el producto que compre , cumplieron con los tiempos",Apple,iPhone 11 128 GB 4GB RAM
"Buen producto, buena compra para regalo de navidad",Apple,iPhone 11 128 GB 4GB RAM
"Muy buen celular, es un regalo para un adolescente así que está feliz, no hay como apple excelente calidad en todo sentido",Apple,iPhone 11 128 GB 4GB RAM
Retire en tienda sin problema,Apple,iPhone 11 128 GB 4GB RAM
Excelente. Igual a la foto,Apple,iPhone 11 128 GB 4GB RAM
Excelente producto igual al de la foto,Apple,iPhone 11 128 GB 4GB RAM
Igual a la foto Excelente calidad,Apple,iPhone 11 128 GB 4GB RAM
"Tiene buena calidad, perfectas terminaciones, me encantó su color blanco",Apple,iPhone 11 128 GB 4GB RAM
"El producto es igual, al de la foto y las especificaciones son las mismas",Apple,iPhone 11 128 GB 4GB RAM
"Muy buen producto, equilibrio entre precio y calidad",Apple,iPhone 11 128 GB 4GB RAM
Es igual a la foto es maravilloso,Apple,iPhone 11 128 GB 4GB RAM
Proceso de compra muy expedito,Apple,iPhone 11 128 GB 4GB RAM
"Producto igual a la foto y descripcion, excelente calidad, excelente servicio de retiro en tienda",Apple,iPhone 11 128 GB 4GB RAM
"El producto es tal cual se describe, tanto en especificaciones técnicas como en apariencia",Apple,iPhone 11 128 GB 4GB RAM
Porque es igual de la foto y anda super bien hasta ahora,Apple,iPhone 11 128 GB 4GB RAM
Es de muy buena calidad es igual al de la foto un muy buen producto la entrega fue en el plazo que me dieron 24 hrs.todo muy comodo,Apple,iPhone 11 128 GB 4GB RAM
Excelente producto,Apple,iPhone 11 128 GB 4GB RAM
Me encanto,Apple,iPhone 11 128 GB 4GB RAM
"Muy lindo, de tamaño no es tan grande pero muy útil para trasladarlo, al momento todo perfecto 👌 sigo en la misma línea de los iPhone ya que todos me han salido buenos, se carga rápido y dura mucho, al menos yo lo recomiendo 100%",Apple,iPhone 11 128 GB 4GB RAM
Excelente teléfono 100% recomendable,Apple,iPhone 11 128 GB 4GB RAM
"Hermoso, lo amo , precioso ... Mi mejor compra",Apple,iPhone 11 128 GB 4GB RAM
"El producto cumplió todas mis expectativas, el tamaño, capacidad, modelo",Apple,iPhone 11 128 GB 4GB RAM
Entrega antes de lo estimado y el producto excelente,Apple,iPhone 11 128 GB 4GB RAM
"La mejor marca, lo Ame",Apple,iPhone 11 128 GB 4GB RAM
"Lo tengo desde el 2019 y hasta ahora funciona perfecto, me parece mucho mejor que las versiones anteriores de iphone. Ahora que ha bajado de precio lo recomiendo aun más. Respecto a la cámara, hay otros smartphones superiores, sin embargo, es un detalle, todo lo demás funciona muy bien.",Apple,iPhone 11 128 GB 4GB RAM
Excelente y hermoso!! Lo tengo hace poco más de un año y a la fecha funciona perfecto.,Apple,iPhone 11 128 GB 4GB RAM
"Es tamaño es cómo está en la descripción, llego el color que pedí, igual a la foto",Apple,iPhone 11 128 GB 4GB RAM
"Nada que decir, súper rápido todo",Apple,iPhone 11 128 GB 4GB RAM
Una muy buena compra. lo malo que no trae cargador.,Apple,iPhone 11 128 GB 4GB RAM
"Excelente producto, lo tengo desde julio y no he tenido ningún inconveniente con el. Lo recomiendo totalmente",Apple,iPhone 11 128 GB 4GB RAM
Excelente y la cámara fabulosa.recomendable,Apple,iPhone 11 128 GB 4GB RAM
"Buen tamaño, buen equipo",Apple,iPhone 11 128 GB 4GB RAM
Me encanto y llego a tiempo,Apple,iPhone 11 128 GB 4GB RAM
Excelente equipo.,Apple,iPhone 11 128 GB 4GB RAM
Maravilloso,Apple,iPhone 11 128 GB 4GB RAM
La experiencia de la compra fue maravillosa súper rápida. Increíblemente efectiva. El producto cumplió mis expectativas al 100% es tal cual las fotos y la descripción!!!,Apple,iPhone 11 128 GB 4GB RAM
Todo en orden envió muy rápido,Apple,iPhone 11 128 GB 4GB RAM
"Buena calidad, el tamaño corresponde y es muy bueno",Apple,iPhone 11 128 GB 4GB RAM
Calidad Resolución Entrega a tiempo,Apple,iPhone 11 128 GB 4GB RAM
"Cumple con las espectativas, y la entrega se realizó antes de lo planificado.",Apple,iPhone 11 128 GB 4GB RAM
"Me encanta, muy buena calidad y del tamaño ideal, me gusta el color lila",Apple,iPhone 11 128 GB 4GB RAM
"Buena calidad, lo recomiendo.",Apple,iPhone 11 128 GB 4GB RAM
exelente producto,Apple,iPhone 11 128 GB 4GB RAM
Perfecto,Apple,iPhone 11 128 GB 4GB RAM
Excelente producto,Apple,iPhone 11 128 GB 4GB RAM
Excelente!,Apple,iPhone 11 128 GB 4GB RAM
Rapidez,Apple,iPhone 11 128 GB 4GB RAM
Me encantó es tal cual la descripción y el celular rápido,Apple,iPhone 11 128 GB 4GB RAM
Muy buen producto,Apple,iPhone 11 128 GB 4GB RAM
"Es igual a la foto,",Apple,iPhone 11 128 GB 4GB RAM
Es igual a la foto,Apple,iPhone 11 128 GB 4GB RAM
"Rápida, muy ejecutiva, simplemente excelente Todo tal cual como creia",Apple,iPhone 11 128 GB 4GB RAM
Equipo de buena calidad,Apple,iPhone 11 128 GB 4GB RAM
"Es de excelente calidad, la cámara saca muy buenas fotos",Apple,iPhone 11 128 GB 4GB RAM
Bueno,Apple,iPhone 11 128 GB 4GB RAM
"Es igual al de la foto, excelente calidad.",Apple,iPhone 11 128 GB 4GB RAM
El producto es el indicado. Venía perfectamente sellado,Apple,iPhone 11 128 GB 4GB RAM
Buena calidad y tamaño corresponde,Apple,iPhone 11 128 GB 4GB RAM
"Excelente producto y buena calidad, fue un regalo y todo muy bien",Apple,iPhone 11 128 GB 4GB RAM
"Es liviano, tiene una excelente resolución, es más de lo que yo esperaba",Apple,iPhone 11 128 GB 4GB RAM
"Buena calidad, excelente producto justo lo q buscaba",Apple,iPhone 11 128 GB 4GB RAM
Buen diseño .rápido .y una cámara excepcional.y el valor conveniente.recomendable,Apple,iPhone 11 128 GB 4GB RAM
Lo ame!!,Apple,iPhone 11 128 GB 4GB RAM
Llevo 6 meses y ha sido una excelente compra,Apple,iPhone 11 128 GB 4GB RAM
Calidad capacidad y lejos mejor relacion precio calidad recomendable,Apple,iPhone 11 128 GB 4GB RAM
Muy rapido . Exelente producto,Apple,iPhone 11 128 GB 4GB RAM
Excelente resolución de cámara y lo mejor la capacidad de memoria,Apple,iPhone 11 128 GB 4GB RAM
Excelente producto y muy lindo,Apple,iPhone 11 128 GB 4GB RAM
"Corresponde a la foto, excelente calidad, como lo es en general apple, lo compre para regalo y quedo feliz!!",Apple,iPhone 11 128 GB 4GB RAM
Celular muy bueno por el precio,Apple,iPhone 11 128 GB 4GB RAM
Llevo muy pronto…perfecto para lo que necesito.,Apple,iPhone 11 128 GB 4GB RAM
"dispositivo de gama media, excelente relación precio/calidad bastante rápido con los 6gb de ram",Apple,iPhone 11 128 GB 4GB RAM
"Recomendable, buena cámara y a buen precio 👌",Apple,iPhone 11 128 GB 4GB RAM
Excelente producto,Apple,iPhone 11 128 GB 4GB RAM
Cumplió con mis expectativas. Muy bonito.,Apple,iPhone 11 128 GB 4GB RAM
"Excelente, me encanta",Apple,iPhone 11 128 GB 4GB RAM
El mejor iPhone que ha sacado Apple 100% recomendado,Apple,iPhone 11 128 GB 4GB RAM
"Perfecto todo, la compra exacta de acuerdo a las características entregadas por el sitio web, el producto cumple al 100 %",Apple,iPhone 11 128 GB 4GB RAM
"Feliz y contento con mi compra, ahora a disfrutar!!!!.",Apple,iPhone 11 128 GB 4GB RAM
Se lo compre a mi hijo para la pascua...,Apple,iPhone 11 128 GB 4GB RAM
Calidad como siempre,Apple,iPhone 11 128 GB 4GB RAM
Todo bien,Apple,iPhone 11 128 GB 4GB RAM
Igual al de la foto y excelente calidad.,Apple,iPhone 11 128 GB 4GB RAM
El producto cubre las necesidades que presenta.,Apple,iPhone 11 128 GB 4GB RAM
"El producto es muy bueno, como toda la gama de iphone, cumple todos los estándares de calidad, buena cámara y con los 128GB tiene capacidad para almacenar todo",Apple,iPhone 11 128 GB 4GB RAM
"No hay mucho que evaluar. Solo destacaré la entrega, últimamente he teñido buena experiencia, han cumplido en el tiempo de entrega y en buenas condiciones (cómo debería ser siempre). Han mejora bastante en comparación comparación hace unos cuantos meses atrás.",Apple,iPhone 11 128 GB 4GB RAM
"Muy satisfecho con mi compra. El teléfono cumple todas mis expectativas, las aplicaciones abren muy rápido y la batería me ha durado hasta 48 hrs ocupando el teléfono en forma permanente.",Apple,iPhone 11 128 GB 4GB RAM
Todo excelente estaba esperando esta oferta y muy buen celular,Apple,iPhone 11 128 GB 4GB RAM
"Tamaño adecuado, gran capacidad de almacenamiento",Apple,iPhone 11 128 GB 4GB RAM
"El iPhone 11 cumplió todas mis espectativaa.. ( buen tamaño, liviano, rápido etc) pero lo mejor es que lo necesitaba urgente y me lo consiguieron para el mismo día.",Apple,iPhone 11 128 GB 4GB RAM
"El mismo día que lo compré lo pude retirar, muy muy rápido.",Apple,iPhone 11 128 GB 4GB RAM
Lleho rapido,Apple,iPhone 11 128 GB 4GB RAM
"Una maravilla la fecha de entrega, buen estado y excelente producto. Recomendado, si <3",Apple,iPhone 11 128 GB 4GB RAM
"Es tal como se espera, lo compré en rojo y se ve muy bien",Apple,iPhone 11 128 GB 4GB RAM
"diseño comodo, de facil uso con la calidad y el lujo de apple, tamaño ideal, excelentes fotografias, capacidad de memoria.",Apple,iPhone 11 128 GB 4GB RAM
10/10. 5 meses de usos y todo funciona excelente.,Apple,iPhone 11 128 GB 4GB RAM
"Maravilloso!!; se Lo regalé a mi hija ; y lo mejor es que lo compré con precio de oferta !!; fotos maravillosas ; la carga dura bastante así que ahora no tiene excusas para no Contestar cuando la Llamo !!!. Ah!, el color morado es maravilloso .!!",Apple,iPhone 11 128 GB 4GB RAM
"Producto nuevo, de fábrica, todo venia a la perfección. Un equipo que va bien para un uso diario de redes sociales, correo y fotos",Apple,iPhone 11 128 GB 4GB RAM
Super,Apple,iPhone 11 128 GB 4GB RAM
Excelente celular tiene para llamar y video también también tiene para Internet jajajajajaj 🤣,Apple,iPhone 11 128 GB 4GB RAM
Es igual a la foto .,Apple,iPhone 11 128 GB 4GB RAM
"Producto, cumple con los tamaños descritos.",Apple,iPhone 11 128 GB 4GB RAM
"Esta a muy buen valor para las prestaciones que tiene, el color es muy lindo y el tamaño perfecto para el que le gustan los teléfonos de tamaños normales y no muy grandes.",Apple,iPhone 11 128 GB 4GB RAM
"Tiene una buena cámara .hay que acostumbrarse a algunos cambios , pero es cosa de días, pero son mínimos . El tamaño está Perfecto. La batería me ha durado hasta 30 horas .",Apple,iPhone 11 128 GB 4GB RAM
"100% recomendable, excelente producto, era lo que esperaba",Apple,iPhone 11 128 GB 4GB RAM
"Es el regalo ideal para un hijo , cumple todos los requisitos",Apple,iPhone 11 128 GB 4GB RAM
"excelente producto, cumplió mis expectativas.",Apple,iPhone 11 128 GB 4GB RAM
"Muy buen producto, entrega rápida y oportuna, recomendable 100%",Apple,iPhone 11 128 GB 4GB RAM
"Es un super producto lo que siempre soñe, es perfecto",Apple,iPhone 11 128 GB 4GB RAM
Excelente calidad llegó súper rápido,Apple,iPhone 11 128 GB 4GB RAM
"Excelente compra, y lo mejor que lo entregaron el mismo día.",Apple,iPhone 11 128 GB 4GB RAM
"Bueno el tamaño, la batería dura rato.",Apple,iPhone 11 128 GB 4GB RAM
"Hace años tengo el iphone 11, lo renové solo por mas gigas… excelente",Apple,iPhone 11 128 GB 4GB RAM
"El dispositivo ha sido perfecto, la entrega fue realmente rápida con Fallabella, enviándome la factura hasta mi casa Fallabella siempre da confiabilidad 100% recomenandow",Apple,iPhone 11 128 GB 4GB RAM
Es súper bueno me encanto,Apple,iPhone 11 128 GB 4GB RAM
Como siempre genial iPhone!! Crack,Apple,iPhone 11 128 GB 4GB RAM
"La cama es excelente, en si los iPhone tienen todos buena cámara, buen tamaño, fácil de usar",Apple,iPhone 11 128 GB 4GB RAM
El iPhone 11 es hermoso igual a la foto muy buena experiencia y entrega muy rápida,Apple,iPhone 11 128 GB 4GB RAM
"Es buen celular, como renovación para los que ya tienen iphone, saca buenas fotos y su interfaz es amigable.",Apple,iPhone 11 128 GB 4GB RAM
Excelente igual a la descripción y me encantó el color,Apple,iPhone 11 128 GB 4GB RAM
Maravilloso cómodo práctico lo mejor,Apple,iPhone 11 128 GB 4GB RAM
"Telefono llego dia programado. Es un buen telefono. Comodo , facil de usar. Toma muy buenas fotografias.",Apple,iPhone 11 128 GB 4GB RAM
"Lo encontré un poco grande al principio, despues me acostumbre.",Apple,iPhone 11 128 GB 4GB RAM
"Hermoso color, tamaño cómodo. Equipo rápido, la batería dura mucho",Apple,iPhone 11 128 GB 4GB RAM
Barato y a pesar de no ser de los últimos es full funcional y a un muy buen precio.,Apple,iPhone 11 128 GB 4GB RAM
"Muy buen producto, entrega puntual",Apple,iPhone 11 128 GB 4GB RAM
Llego fecha establecida. Tal cual la publicación. Muy buen teléfono funciona de maravilla y la cámara es muy buena. Viene solo con cable por lo que si se quiere audífonos o cargador hay que comprarlos por separado.,Apple,iPhone 11 128 GB 4GB RAM
"Es de muy buena calidad las fotografías, tiene una interfaz amigable",Apple,iPhone 11 128 GB 4GB RAM
"El producto es muy bueno, su camara es sensacional y la bateria dura bastante.",Apple,iPhone 11 128 GB 4GB RAM
Cumple todas mis expectativas.,Apple,iPhone 11 128 GB 4GB RAM
"Producto llego en buenas condiciones y rápido, cumpliendo con mis expectativas.",Apple,iPhone 11 128 GB 4GB RAM
Ipone calidad y tecnologia,Apple,iPhone 11 128 GB 4GB RAM
"Hermoso el color, liviano y con la memoria adecuada",Apple,iPhone 11 128 GB 4GB RAM
"La calidad es buenísima, y era tal cual aparecía en la foto.",Apple,iPhone 11 128 GB 4GB RAM
Es tal cual esta en la imagen no se demoro nada el envío,Apple,iPhone 11 128 GB 4GB RAM
Es igual a la descripción mencionada.,Apple,iPhone 11 128 GB 4GB RAM
Es lo elegido. Buen tamaño y funcionalidad,Apple,iPhone 11 128 GB 4GB RAM
"es del tamaño ideal y resolución de la pantalla y liviano, saca estupendas fotos",Apple,iPhone 11 128 GB 4GB RAM
"Teléfono liviano y de buen tamaño, cómodo para traerlo consigo mismo",Apple,iPhone 11 128 GB 4GB RAM
"Excelente teléfono , súper rápido y la batería casi me aguanta el día. Ojo que no vienen con cargador ni audífonos #SoyFcom",Apple,iPhone 11 128 GB 4GB RAM
"Buen producto, original",Apple,iPhone 11 128 GB 4GB RAM
Buen producto cumple expectativa,Apple,iPhone 11 128 GB 4GB RAM
Compra muy rápida y fácil,Apple,iPhone 11 128 GB 4GB RAM
"El producto llegó a tiempo y es un muy equipo, todo lo que esperaba.",Apple,iPhone 11 128 GB 4GB RAM
"Producto 100x100 original, es un tremendo equipo que en lo personal súper mis expectativas tanto en lo físico como interno. Es una bestia de teléfono,,, además el color rojo uffff le da otro plus jajaja pero lo recomiendo. La batería súper bien siendo que lo ocupo bastante.",Apple,iPhone 11 128 GB 4GB RAM
"Todo bien con el producto, cumple definitivamente mis expectativas",Apple,iPhone 11 128 GB 4GB RAM
"Buen producto, excelente calidad. La compra se entregó en la fecha establecida y condiciones ofrecidas. 100% Recomendado.",Apple,iPhone 11 128 GB 4GB RAM
"Todo es perfecto tamaño, peso, su delgadez pero sobre todo su color. Rojo apasionado",Apple,iPhone 11 128 GB 4GB RAM
"Lo compré a un muy buen precio, comparado con otras tiendas e incluso compañías telefónicas. Llegó rápido y en Perfecto estado. Excelente equipo., rápido, buenas fotos y almacenamiento suficiente.",Apple,iPhone 11 128 GB 4GB RAM
Idéntico a lo solicitado,Apple,iPhone 11 128 GB 4GB RAM
"Exelente calidad, más de lo que esperaba con el producto",Apple,iPhone 11 128 GB 4GB RAM
Es exacto cómo se describe,Apple,iPhone 11 128 GB 4GB RAM
Excelente precio justo,Apple,iPhone 11 128 GB 4GB RAM
tal cual la descripción,Apple,iPhone 11 128 GB 4GB RAM
Muy bueno precio genial,Apple,iPhone 11 128 GB 4GB RAM
"#SoyFcom es un buen equipo funciona super bien, llegó al siguiente día y en perfecto estado.",Apple,iPhone 11 128 GB 4GB RAM
"Tamaño ideal y comoda para transportar, super rápida, excelente herramienta de trabajo y ño mejor que puedo escribir sobre cualquier texto.",Apple,iPhone 11 128 GB 4GB RAM
Es lo que esperaba al momento de comprar.,Apple,iPhone 11 128 GB 4GB RAM
Excelente teléfono y entrega antes de la fecha estimada,Apple,iPhone 11 128 GB 4GB RAM
"Muy buen smartphone, excelente funcionalidad, color y amigable con el usuario.",Apple,iPhone 11 128 GB 4GB RAM
"Entrega muy rápida, producto tiene buen tamaño, excelente cámara fotográfica y funcionamiento optimo de sistema operativo y batería.",Apple,iPhone 11 128 GB 4GB RAM
"producto perfecto, el color que pedí llegó.",Apple,iPhone 11 128 GB 4GB RAM
"Es un equipo liviano, de un procesador que es rápido y cuenta con una variedad de tecnologías para el uso diario.",Apple,iPhone 11 128 GB 4GB RAM
Hermoso y muy cómodo,Apple,iPhone 11 128 GB 4GB RAM
Muy rápido llego funciona de maravilla rápido se carga rápida muy contenta con el producto,Apple,iPhone 11 128 GB 4GB RAM
"Llegó antes de lo indicado, en perfecto estado y un gran servicio.",Apple,iPhone 11 128 GB 4GB RAM
"Me encanto, rápido y fluido, excelente para jugar y redes sociales sin tener lags",Apple,iPhone 11 128 GB 4GB RAM
"Tamaño perfecto para el que le gustan los celus no tan grandes, hermoso color, lo único malo es que no traiga cargador",Apple,iPhone 11 128 GB 4GB RAM
"No hay mucha diferencia con el iPhone 11, pero cumple con lo señalado.",Apple,iPhone 11 128 GB 4GB RAM
"Producto es igual a la descrita en la página, buen rendimiento de batería y la cámara es lo mejor.",Apple,iPhone 11 128 GB 4GB RAM
Me gustó y superó mis expectativas ya que es mi primero equipo. Fascinado con la compra,Apple,iPhone 11 128 GB 4GB RAM
Llegó en la fecha estimada y es buen producto. Ya lo tenia. Solo lo renové por memoria.,Apple,iPhone 11 128 GB 4GB RAM
"Llegó muy rápido, en su envoltorio correspondiente y bien sellado. De muy buena calidad, excelente, recomendable",Apple,iPhone 11 128 GB 4GB RAM
"Cumple mis expectativas, llego la encomienda en la fecha acordada por la pagina web, que era por entregar dos dias en agencia, la caja venia sellada y con bolsas de amortiguaciones por lo que llego en perfectas condiciones el producto, el celular llegó bien, la configuración de transferencia de datos de un celular es sencilla, hay que dejar el celular antiguo al lado del otro a otro, toma un tiempo aproximado de 10 a 15 minutos, trae solo un accesorio adicional la caja ademas del celular, no incluye audífonos ni adaptador solo el cable para cargar, lo cual podría ser un punto en contra si no se a tenido un i-phone antes.",Apple,iPhone 11 128 GB 4GB RAM
Es igual a la foto,Apple,iPhone 11 128 GB 4GB RAM
Muy rápido buena bateria,Apple,iPhone 11 128 GB 4GB RAM
"Excelente, rápido y muy buena cámara. Pasé de un se 2020 a iPhone 11 y estoy súper conforme con el salto",Apple,iPhone 11 128 GB 4GB RAM
"Ha funcionado super bien, me encantó, la entrega del producto fue demasiado rápida",Apple,iPhone 11 128 GB 4GB RAM
Iphone original,Apple,iPhone 11 128 GB 4GB RAM
El color es el mismo de la foto el tamaño es perfecto y es un maravilloso teléfono,Apple,iPhone 11 128 GB 4GB RAM
"Sin duda es la mejor opción, su mejor versión es la estabilidad del sistema operativo, su cámara es cumplidora pero no destaca, los 128 gb de almacenamiento poco a poco se van quedando cortos, la batería te dura de seis a ocho horas con un uso excesivo, con un uso normal te dura el día. La carga de la batería es lenta, en eso se queda muy mal parado. Si dudan entre este y el iPhone 12, no gasten dinero de más y compren el 11, el salto vale la pena solo si van hasta el iPhone 13.",Apple,iPhone 11 128 GB 4GB RAM
El producto cumple con lo especificado,Apple,iPhone 11 128 GB 4GB RAM
Buen equipo y siempre con la alta calidad de apple.,Apple,iPhone 11 128 GB 4GB RAM
Buena relación entre precio y calidad del producto,Apple,iPhone 11 128 GB 4GB RAM
Excelente iPhone 11 el envío llegó según lo confirmado y sin ningún problema,Apple,iPhone 11 128 GB 4GB RAM
Teléfono muy cómodo y posee todo lo necesario para poder trabajar y obtener información de manera rápida y eficiente a demás de su seguridad.,Apple,iPhone 11 128 GB 4GB RAM
"Equipo rápido; con capacidad, elegante y buen imagen",Apple,iPhone 11 128 GB 4GB RAM
"Lo compré para el cyber day y realmente salio más barato, en maconline estaba a 580mil y lo compre a 500mil en falabella, aunque ahora en falabella esta a 520mil, aún son 20mil que me ahorre para poder comprar carcasas. El producto en si me gusto bastante. Tenía un iphone 7 y pasar al 11 es un gran cambio, es más grande y tiene otras funciones, pero me gusto mucho, la camara es muy buena, no soy muy exigente con respecto a la cámara pero cumple su función y considero que es de calidad.",Apple,iPhone 11 128 GB 4GB RAM
Excelente equipo,Apple,iPhone 11 128 GB 4GB RAM
todo perfecto,Apple,iPhone 11 128 GB 4GB RAM
Lindo el color y todas las características que tiene éste celular sobre todo la imagen de la cámara siempre le ha gustado a mi hija así que lo va renovando.,Apple,iPhone 11 128 GB 4GB RAM
"Llego en dos días, maravilloso",Apple,iPhone 11 128 GB 4GB RAM
Entrega rápida,Apple,iPhone 11 128 GB 4GB RAM
Muy buen tamaño lindo color excelente producto!!,Apple,iPhone 11 128 GB 4GB RAM
"Es igual a la foto, me encanta! La calidad de la cámara 10/10",Apple,iPhone 11 128 GB 4GB RAM
MUY BUENA COMPRA FUE REGALO PARA MI HIJO Y ESTA MUY SATISFECHO CON EL RECOMENDABLE AL 100%,Apple,iPhone 11 128 GB 4GB RAM
"Excelente cámara, bellas fotos,",Apple,iPhone 11 128 GB 4GB RAM
"Equipo cumple con todas las expectativas esperadas, como todos los Iphone es un equipo de fácil manejo. Estéticamente elegante.",Apple,iPhone 11 128 GB 4GB RAM
"Muy buen celular. La cámara es de buena calidad, muy resistente a los golpes y no he tenido ningún problema con él (lo tengo hace un año)",Apple,iPhone 11 128 GB 4GB RAM
"Es seguro, funciona a la perfección lo recomiendo al 200%",Apple,iPhone 11 128 GB 4GB RAM
El color malva se ve mejor en persona que en fotos. Excelente equipo en su rendimiento.,Apple,iPhone 11 128 GB 4GB RAM
Excelente equipo...,Apple,iPhone 11 128 GB 4GB RAM
"Bien presentado, de buena manofactura, calidad y usabilidad",Apple,iPhone 11 128 GB 4GB RAM
Equipo idéntico a la foto en tamaño y diseño Hasta el momento funciona perfectamente,Apple,iPhone 11 128 GB 4GB RAM
Es buena calidad y la batería dura mucho!,Apple,iPhone 11 128 GB 4GB RAM
"Se cumplio con la fecha de entrga, siempre se informo de las distintas etapas del envio",Apple,iPhone 11 128 GB 4GB RAM
Mejor de lo descrito,Apple,iPhone 11 128 GB 4GB RAM
Igual debiera estar más barato al no ser el último fabricado,Apple,iPhone 11 128 GB 4GB RAM
"cumple al 100% mis espectativas, rapido, camara increible, color fabuloso",Apple,iPhone 11 128 GB 4GB RAM
"Solo puedo evaluar el envío, porque tengo el teléfono solo hace un día.",Apple,iPhone 11 128 GB 4GB RAM
"Me encantó, llegó super rápido Su desbloqueo facial es genial... recomiendo esté producto",Apple,iPhone 11 128 GB 4GB RAM
Todo lo que esperaba. muy bueno,Apple,iPhone 11 128 GB 4GB RAM
"Es un equipo que cumple con las expectativas, buen tamaño, llegó súper rápido, lo recomiendo 100%",Apple,iPhone 11 128 GB 4GB RAM
"Bonito el color , la batería dura bastante , llegó sin ningún problema",Apple,iPhone 11 128 GB 4GB RAM
Buena compra versus el precio de venta...producto llego en buen estado y rápido.,Apple,iPhone 11 128 GB 4GB RAM
"Llegó bien , y todo impecable",Apple,iPhone 11 128 GB 4GB RAM
Bello,Apple,iPhone 11 128 GB 4GB RAM
"Bonito, buen tamaño, rápido, me encanto el celular.",Apple,iPhone 11 128 GB 4GB RAM
Llego al día siguiente súper rápida la entrega,Apple,iPhone 11 128 GB 4GB RAM
Muy bueno,Apple,iPhone 11 128 GB 4GB RAM
"Es exactamente lo ofrecido, calidad color tamaño. Lo que yo quería ¡!¡!!",Apple,iPhone 11 128 GB 4GB RAM
Excelente,Apple,iPhone 11 128 GB 4GB RAM
Súper rápido la entrega,Apple,iPhone 11 128 GB 4GB RAM
"excelente camara de video, fotografía y bueno no es de extrañar todo lo que hace apple es de alta gama.",Apple,iPhone 11 128 GB 4GB RAM
"Busque y encontré el color que quería .. es bello me encanto y también muy bien celu ,soporta caídas",Apple,iPhone 11 128 GB 4GB RAM
"El i phone 11 es un muy buen producto, tengo uno y este lo compré de regalo de cumpleaños para mi hija",Apple,iPhone 11 128 GB 4GB RAM
"Excelente teléfono, cámara muy buena, rápido.",Apple,iPhone 11 128 GB 4GB RAM
excelente celular,Apple,iPhone 11 128 GB 4GB RAM
"Me encanto , es realmente hermoso ! La entrega súper rápido (retiro en tienda)",Apple,iPhone 11 128 GB 4GB RAM
"Es un buen equipo con muy buena cámara, buen sonido, la batería dura bastante, feliz con mi iPhone 11.",Apple,iPhone 11 128 GB 4GB RAM
"Es un muy buen equipo. Rápido, buena cámara. Al comienzo no me había convencido mucho del color (morado), pero al tenerlo, es otra cosa. Lo recomiendo para las personas que buscan un equipo un poco más grande que sus versiones anteriores, como el SE o XR. Asimismo, como para quienes no quieren gastar tanto dinero en alguno de los 12 o 13, ya que esta versión con más GB es lo más equiparado a precio + Calidad.",Apple,iPhone 11 128 GB 4GB RAM
Tremendo teléfono! la verdad es que se nota la calidad del producto en relación a la competencia.,Apple,iPhone 11 128 GB 4GB RAM
"La bateria a mi me dura 1 dia entero, la camara es genial",Apple,iPhone 11 128 GB 4GB RAM
"Excelente producto, calidad, rapidez, etc",Apple,iPhone 11 128 GB 4GB RAM
genial.-,Apple,iPhone 11 128 GB 4GB RAM
excelente entrega s�per r�pido y producto espectacular recomendado 100%,Apple,iPhone 11 128 GB 4GB RAM
"Excelente teléfono pase de un iphone 7 a un 11 de 128gb , la memoria es lo mejor!",Apple,iPhone 11 128 GB 4GB RAM
"Excelente producto , muy rapido y veloz.",Apple,iPhone 11 128 GB 4GB RAM
"Excelentes imágenes, nítidos, rápido, lo que busca y lo encontré, .. ..",Apple,iPhone 11 128 GB 4GB RAM
"Llegó en perfecto estado, súper rápido.",Apple,iPhone 11 128 GB 4GB RAM
Tamaño ideal,Apple,iPhone 11 128 GB 4GB RAM
"Es excelente celular no se pega nunca y la batería dura todo el día y más me encanta, las fotografías que saca son geniales, y falabella me lo trajo en la fecha indicada y bien protegido.",Apple,iPhone 11 128 GB 4GB RAM
"Buen tamaño, no tiene lector de huella pero aun así es muy buen teléfono, entrega muy rápida",Apple,iPhone 11 128 GB 4GB RAM
"El color me encanto , lo malo que no tiene para escuchar con audifonos",Apple,iPhone 11 128 GB 4GB RAM
"Excelente compra, la batería dura mucho y lo ocupo harto… no me arrepiento de nada",Apple,iPhone 11 128 GB 4GB RAM
"La cámara es fantástica. El único detalle que me han hecho notar es cuando uso el altavoz, el sonido de entre corta (tal vez por alguna función de reducción de ruido, tal vez?), pero con audífonos funciona excelente. La batería dura bastante, incluso en llamada.",Apple,iPhone 11 128 GB 4GB RAM
"Excelente calidad de cámara, me encanta este iPhone!!!",Apple,iPhone 11 128 GB 4GB RAM
"Espectacular, lo unico malo es que ya no trae el cargador de pared (y ahora los cables con usb c, no sirven los anteriores) ni audífonos lightning. Pero eso es un tema de Apple, no de Falabella. El teléfono es excelente de todos modos",Apple,iPhone 11 128 GB 4GB RAM
"Excelente cámara, batería muy duradera, recomiendo completamente.",Apple,iPhone 11 128 GB 4GB RAM
